,Number,Address,Latitude and Longitude,Capacity
433,56078,보대태양광,전남 해남군 황산면,2.51076
434,21915,목포문화방송 삼호송신소 제3태양광,전남 영암군 삼호읍,0.99684
435,40564,성실3호 태양광발전소,전남 영광군 묘량면,0.99712
436,1122,대성에너지태양광,전남 영광군 영광읍,0.48
437,12800,남정영암태양광,전남 영암군 신북면,0.5
438,1177,대한철강태양광,전남 함평군 해보면,0.3710699999999999
439,2111,라태양광,전남 영암군 삼호읍,0.696
440,19535,드림라인쏠라파워2호 화순2지점,전남 화순군 북면,0.5814
441,19536,드림라인쏠라파워2호 화순1지점,전남 화순군 북면,0.5997600000000001
442,1587,럭스솔라1호태양광,전남 해남군 화산면,1.3764
443,20304,리라태양광,전남 여수시 화양면,0.81648
444,48590,남도에너지 태양광발전소,전남 영광군 백수읍,0.99792
445,1014,남계태양광,전남 곡성군 삼기면,2.003
446,20526,마산태양광발전소,전남 해남군 마산면,0.49962
