,Number,Address,Latitude and Longitude,Capacity
158,17969,에이치와이중공업태양광,전남 영암군 삼호읍,0.99
159,1916,에코제주에너지태양광,전남 화순군 이양면,1.6230000000000002
160,1925,엔에스피영암태양광,전남 영암군 신북면,0.4679999999999999
161,41293,엔에이치고흥태양광,전남 고흥군 동강면,0.975
162,42761,영암테크노태양광#1,전남 영암군 삼호읍,2.584
163,41592,여광강진태양광,전남 강진군 작천면,0.4629999999999999
164,45208,연지장흥태양광,전남 장흥군 대덕읍,0.4
165,1963,영광태양광,전남 영광군 백수읍,0.299
166,2505,탑선전남태양광#2,전남 해남군 화원면,1.3
167,2504,탑선전남태양광#1,전남 해남군 화원면,6.7
168,62293,큰산태양광,전남 완도군 신지면,0.397
169,42683,영순태양광발전기,전남 여수시 율촌면,0.49932
170,53323,영암KIC태양광,전남 영암군 삼호읍,2.99808
171,53334,(SUPEX 7E)성화산업#1 태양광발전소,전남 순천시 장선배기길,0.15624
172,64275,신안파워태양광#1,전남 신안군 팔금면,1.966
173,72978,히라이트영광태양광,전남 영광군 법성면,0.231
174,16546,대호신안태양광,전남 신안군 팔금면,0.8079999999999999
175,47453,대호원포태양광,전남 진도군 고군면,0.196
176,28299,삼우장흥태양광,전남 장흥군 대덕읍,0.3
177,28169,삼성산업태양광,전남 완도군 완도읍,0.507
178,53486,삼성9-b호 태양광발전소,전남 고흥군 두원면,0.49248
179,9445,그린솔라함평태양광,전남 함평군 대동면,1.0
180,4715,삼성9-a호태양광발전소,전남 고흥군 두원면,0.49248
181,9479,삼성8-b호태양광발전소,전남 고흥군 두원면,0.46647
182,23003,삼성8-a호태양광발전소,전남 고흥군 두원면,0.4536
183,103,그린솔라텍태양광,전남 진도군 고군면,0.3879999999999999
184,1255,동양고속신안태양광,전남 신안군 지도읍,3.0
185,1256,동양그린신안태양광,전남 신안군 지도읍,3.0
186,41237,삼성10호태양광발전소,전남 고흥군 두원면,0.916
187,23002,삼성1호태양광발전소,전남 고흥군 도덕면,0.99792
188,53485,삼성2호태양광발전소,전남 고흥군 도덕면,0.99792
189,9478,삼성3호태양광발전소,전남 고흥군 도덕면,0.99792
190,4674,삼성4호태양광발전소,전남 고흥군 도덕면,0.97236
191,4714,삼성5호태양광발전소,전남 고흥군 도덕면,0.97236
192,41161,삼성6호태양광발전소,전남 고흥군 도덕면,0.99864
193,18792,삼성11호태양광발전소,전남 고흥군 두원면,0.90558
194,18519,동양에너지신안태양광#2,전남 신안군 지도읍,4.3580000000000005
195,53347,강진청자박물관태양광,전남 강진군 성전면,1.348
196,5763,강진에너지태양광,전남 강진군 군동면,0.185
197,18625,동원강진태양광,전남 강진군 도암면,1.0
198,1120,대산이엔씨태양광,전남 함평군 해보면,0.32
199,56042,금전햇빛1호태양광,전남 화순군 한천면,2.0038400000000003
200,53325,SUPEXF태양광,전남 광양시 도이동,0.8262
201,53328,SUPEX3C태양광,전남 광양시 태인동,0.49446
202,53327,SUPEX3B태양광,전남 광양시 태인동,0.19296
203,53326,SUPEX3A태양광,전남 광양시 태인동,0.59697
204,53324,SUPEX2태양광,전남 광양시 도이동,1.476
205,10526,금월해남태양광,전남 해남군 옥천면,0.489
206,10362,금성태양광,전남 나주시 공산면,1.2
207,56500,금성에너지태양광,전남 순천시 외서면,2.9952
208,16560,대호신안태양광#2,전남 신안군 팔금면,1.913
209,48579,물류명가 태양광발전소,전남 광양시 항만2로,1.27872
